"Amrita University (AU), Amritapuri",Workshops
XBEE Robotics - Vidyut: Multinational Fest,Workshops
"Amrita University (AU), Amritapuri",Workshops
The Conscious Universe Workshop,Workshops
Indian Astrobiology Research Centre,Workshops
Cracking the Consulting Case by ZS Associates - Confluencia,Workshops
Market Research Workshop by Nielsen - Confluencia,Workshops
Skyscrapers/ Tall Building Design - Civil Workshop - FootPrints X10,Workshops
"Faculty of Technology and Engineering (FTE), Maharaja Sayajirao University of Baroda (MSU)",Workshops
Humanoid Robotics - Workshop (Team of 5 entry) - FootPrints X10,Workshops
"Faculty of Technology and Engineering (FTE), Maharaja Sayajirao University of Baroda (MSU)",Workshops
Flutter - Workshop - FootPrints X10,Workshops
"Faculty of Technology and Engineering (FTE), Maharaja Sayajirao University of Baroda (MSU)",Workshops
Humanoid Robotics - Workshop (Individual Entry) - FootPrints X10,Workshops
"Faculty of Technology and Engineering (FTE), Maharaja Sayajirao University of Baroda (MSU)",Workshops
Sanjaya Baru- Guest Lecture - FootPrints X10,Workshops
"Faculty of Technology and Engineering (FTE), Maharaja Sayajirao University of Baroda (MSU)",Workshops
Auth0 - Workshop,Workshops
"Faculty of Technology and Engineering (FTE), Maharaja Sayajirao University of Baroda (MSU)",Workshops
Robotics Workshop using ROS - MindBend,Workshops
Cmde Mukesh Bhargava-Guest Lecture - FootPrints X10,Workshops
"Faculty of Technology and Engineering (FTE), Maharaja Sayajirao University of Baroda (MSU)",Workshops
Saurabh Jain-Guest Lecture - FootPrints X10,Workshops
"Faculty of Technology and Engineering (FTE), Maharaja Sayajirao University of Baroda (MSU)",Workshops
David Meltzer-Guest Lecture - FootPrints X10,Workshops
"Faculty of Technology and Engineering (FTE), Maharaja Sayajirao University of Baroda (MSU)",Workshops
YouTube Marketing,Workshops
Zuan Education,Workshops
3D Printing & Machine Building hands-on Workshop - MindBend,Workshops
Workshop On Consumer Behaviour,Workshops
Anacregro,Workshops
"Payment Platforms - E-Summit 2020, IIM Lucknow",Workshops
Omnibulls Workshop - SIERRA'20,Workshops
Learn-O-Phile - Invicta 2020 - Marketing Fest,Workshops
Trailblazer - Invicta 2020 - Marketing Fest,Workshops
"How does Cryptocurrency Work? - E-Summit 2020, IIM Lucknow",Workshops
TiE MasterClass - Stratomania 4.0,Workshops
"Symbiosis Centre for Management and Human Resource Development (SCMHRD), Pune",Workshops
Day with the Cofounder,Workshops
Robotics and Virtual Reality Workshop for School Students,Workshops
"Rural Entrepreneurship Workshop - E-Summit 2020, IIM Lucknow",Workshops
"Heuristic Workshop: World's 1st StartUp Game - E-Summit 2020, IIM Lucknow",Workshops
Become a Professional YouTuber in 2020,Workshops
Zuan Technology,Workshops
Emotional Intelligence Workshop - Annual Social Fest - IIT Bombay,Workshops
The Paradigm Shift - AIN 1.20,Workshops
EthicalHackingLive 2020,Workshops
eSecurify Technologies LLP,Workshops
ASTHRA 9th Edition - International Symposium on CSR and Sustainability: Decoding the CSR Ecosystem in India.,Workshops
"Amrita School of Business (ASB), Kochi",Workshops
Networking Workshop,Workshops
Shoot Your Shot,Workshops
Throne of Dilemma,Workshops
Social Media Marketing & SEO - Wissenaire'20 - The Annual Techno-management fest,Workshops
Entrepreneurship Workshop - Design Thinking for Social Impact - Annual Social Fest - IIT Bombay,Workshops
Web Development - Wissenaire'20 - The Annual Techno-management fest,Workshops
Artificial Intelligence & Machine Learning - Wissenaire'20 - The Annual Techno-management fest,Workshops
Hexapod - Wissenaire'20 - The Annual Techno-management fest,Workshops
Bridge Design - Wissenaire'20 - The Annual Techno-management fest,Workshops
IoT with Google Assistant - Wissenaire'20 - The Annual Techno-management fest,Workshops
Mercedes Engine Analysis - Wissenaire'20 - The Annual Techno-management fest,Workshops
Big Data and Data Analytics - Wissenaire'20 - The Annual Techno-management fest,Workshops
Call for Papers for Annual Management Conference and Workshop - 2020 - Annual Management Conference and Workshop - 2020,Workshops
Brand Identity and UX Workshop - E-Summit IIT Bombay,Workshops
"Blockchain Technology - Unchaining the Blockchain - E-Summit 2020, IIT BHU",Workshops
Sahay 2020 - Social Sector Conference,Workshops
7th Global Entrepreneurship Bootcamp in Bangkok,Workshops
Global Entrepreneurship Bootcamp,Workshops
Strategical Seminar in Sales & Marketing for Business Growth,Workshops
Zuan Technology,Workshops
Plenareno Heart Congress 2020 - Cardiology Conferences,Workshops
Plenareno,Workshops
"Call for Papers Abstracts, Articles- International Maritime Symposium 2020 - International Maritime Symposium 2020",Workshops
Android App Development - E-Summit IIT Bombay,Workshops
Cyber Forensics - E-Summit IIT Bombay,Workshops
Data Science - E-Summit IIT Bombay,Workshops
Digital Marketing - E-Summit IIT Bombay,Workshops
"PayPal Integration Workshop - Shaastra, IIT Madras",Workshops
5th Global Summit on Public Health & Healthcare - Euro Public health 2020,Workshops
Conference Series Ltd,Workshops
Entrepreneurship Workshop - IIT Bombay - Annual Social Fest - IIT Bombay,Workshops
"Entrepreneurship Workshop - Visleshak 1.0 An Annual Analytics, Management & Cultural Fest",Workshops
"PB Siddhartha College of Arts and Science (PBSCAS), Vijayawada, Andhra Pradesh",Workshops
National Seminar on Adolescent Health with Emphasis on Diagnosis and Treatment of Disease,Workshops
SS Jain Subodh PG (Autonomous) College Jaipur,Workshops
Workshop - How to pick Potential Stocks for Trading?,Workshops
WEXT.in Community,Workshops
"Stock Investing Workshop - ""How to create wealth in Stock Market"" - UDGAM 2020 : The Annual Entrepreneurship Summit of IIT Guwahati",Workshops
"Digital Marketing Workshop - Visleshak 1.0 An Annual Analytics, Management & Cultural Fest",Workshops
"PB Siddhartha College of Arts and Science (PBSCAS), Vijayawada, Andhra Pradesh",Workshops
"Design Thinking Workshop - Shaastra, IIT Madras",Workshops
"Blockchain Workshop - Techno Entrepreneurship Summit 2020 - E-Summit 2020, IIT Madras",Workshops
"European Lasers, Photonics and Optics Technologies Summit",Workshops
Magnus Group,Workshops
Digital Media Strategy & Planning Workshop,Workshops
digitechniks,Workshops
"Artificial Intelligence with Machine Learning - Visleshak 1.0 An Annual Analytics, Management & Cultural Fest",Workshops
"PB Siddhartha College of Arts and Science (PBSCAS), Vijayawada, Andhra Pradesh",Workshops
DIGITAL MEDIA STRATEGY & PLANNING WORKSHOP,Workshops
digitechniks,Workshops
"Social Nation Campus X IIM Calcutta (feat. Prajakta Koli aka MostlySane, Your Bong Guy, Viraj Ghelani, Rajat Code) - Intaglio 2019 - The Annual Business Summit of IIM Calcutta",Workshops
CLOSE A SALE LIKE A PRO (Business Development Seminar - 2020) - CLOSE A SALE LIKE A PRO,Workshops
Zuan Technology,Workshops
RegTech Workshop - Intaglio 2019 - The Annual Business Summit of IIM Calcutta,Workshops
"Equity Research 101 - A Stock Picking Workshop by Karthik Rangappa, Zerodha - Intaglio 2019 - The Annual Business Summit of IIM Calcutta",Workshops
2 Days Robotics and Virtual Reality Workshop,Workshops
Rancho Labs,Workshops
Grow your business with Google Ads in 2020,Workshops
Zuan Technology,Workshops
A day at IIT Kharagpur - IOCL presents Purvodaya '20,Workshops
"KPMG Lean Six Sigma Green Belt Training Programme - E-Summit 2020, IIT BHU",Workshops
International Conference on Green Chemistry and Renewable Energy,Workshops
Magnus Group,Workshops
Speaker Session - Balaji Viswanathan - LitFest,Workshops
Webpreneurship - E-Summit IIT Bombay,Workshops
Financial Modelling - E-Summit IIT Bombay,Workshops
Texus'20 - National Level Technical Textile Symposium,Workshops
Stock Market and Derivatives Market - E-Summit IIT Bombay,Workshops
Humanoid Robotics with IoT - E-Summit IIT Bombay,Workshops
Ethical Hacking - E-Summit IIT Bombay,Workshops
Artificial Intelligence - E-Summit IIT Bombay,Workshops
Youth Delegate Program - Annual Social Fest - IIT Bombay,Workshops
Legends of Tomorrow - One day at a B-school - L'Attitude 13�05',Workshops
Supply Chain Management in Agribusiness - Krishi Manthan 2019,Workshops
Decoding Entrepreneurship,Workshops
Polymer Science & Chemical Technology,Workshops
Scientific Meet Icon,Workshops
Chakravyuh 2020 Design Thinking Workshop,Workshops
"Amrita School of Business (ASB), Kochi",Workshops
Start-up and Internship Expo at the Jai Hind College Global Entrepreneurship Summit 2020,Workshops
"Jai Hind College, Mumbai",Workshops
Launch-n-zoom 2.0 Accelerator Program,Workshops
IIM Udaipur Incubation Centre,Workshops
Webinar on Block-chain Testing - How to Create Trust and Test its Effectiveness?,Workshops
QA Infotech,Workshops
Few Research Studies by various National and International Groups on HRD and OB Topics - Workshop,Workshops
4wisdomtruth,Workshops
Facebook Marketing for Startups - Social marketing campaign,Workshops
Zuan Education,Workshops
Six Sigma - BUENO FESTA 2.0,Workshops
Facebook Marketing for Startups,Workshops
Zuan Education,Workshops
Dynamics of Self-Motivation - Workshop,Workshops
4wisdomtruth,Workshops
Scopus Indexed - Fourth Natioanl Conference in Emerging Trends in Sciences EMERGE 2020 - EMERGE 2020,Workshops
FINTECH WORKSHOP - TARKASH,Workshops
"ICFAI Business School (IBS), Bangalore",Workshops
DIGITAL MARKETING WORKSHOP - TARKASH,Workshops
"ICFAI Business School (IBS), Bangalore",Workshops
LEAN MANAGEMENT WORKSHOP - TARKASH,Workshops
"ICFAI Business School (IBS), Bangalore",Workshops
BIG DATA WORKSHOP - TARKASH,Workshops
"ICFAI Business School (IBS), Bangalore",Workshops
Startup Hours@FMS,Workshops
"Faculty of Management Studies (FMS), Delhi",Workshops
Managing Funds and Entrepreneurship,Workshops
"Atal Bihari Vajpayee School of Management & Entrepreneurship (ABVSME), JNU, Delhi",Workshops
Technical Analysis Workshop In Delhi,Workshops
Agrawal Corporate,Workshops
Karwaan : E-Workshop for school students,Workshops
"Symbiosis Law School, Pune Model United Nations 2020",Workshops
"Symbiosis Law School (SLS), Pune",Workshops
International Conference on Occupational Health and Public Safety - International conference on occupational health and public safety,Workshops
Coalesce Research Group LLC,Workshops
World Summit on Materials Science and Nanotechnology - Materials Science Conference,Workshops
Research Lake International,Workshops
Agenda 2.0,Workshops
Marian College Kuttikkanam,Workshops
Transforming Agribusiness through Innovation and Social Entrepreneurship - Krishi Manthan 2019,Workshops
Sustainable Growth Strategies of Food & Agribusiness Organizations - Krishi Manthan 2019,Workshops
Data Analytics in Food and Agribusiness - Krishi Manthan 2019,Workshops
Euro Neurology and Neurosurgery Congress,Workshops
Peers Alley Media,Workshops
International Conference on Traditional and Alternative Medicine,Workshops
Herald Meetings,Workshops
Google Workshop | Digital & Integrated Marketing - IIML's Manfest-Varchasva,Workshops
Mutual Funds Workshop presented by Groww and Quantum Mutual Funds - IIML's Manfest-Varchasva,Workshops
Harappa Workshop on Workplace Success - IIML's Manfest-Varchasva,Workshops
A Story to Tell - Story Writing Workshop by Dhruv Sehgal - IIML's Manfest-Varchasva,Workshops
IC Engine workshop - Pragyan Square One,Workshops
Industrial IoT Workshop- Cygnus 2019,Workshops
"Xavier School of Management (XLRI), Jamshedpur",Workshops
Industry 4.0 implementation : Use-case driven Interactive Workshop by ITC - Cygnus 2019,Workshops
"Xavier School of Management (XLRI), Jamshedpur",Workshops
Agenda 2.0,Workshops
Marian College Kuttikkanam,Workshops
"Encephalon, a case competition designed in association with Swiggy - Cygnus 2019",Workshops
"Xavier School of Management (XLRI), Jamshedpur",Workshops
Healthcare Summit - Backwaters'19,Workshops
Nisadya'19 Workshop Series - NISADYA,Workshops
The Seventh International Conference on Big Data Analytics (BDA 2019),Workshops
"School of Engineering Applied Science (SEAS), Ahmedabad University",Workshops
"Defence Tech Summit 2020 - Shaastra, IIT Madras",Workshops
"Shaastra Technology and Policy - Shaastra, IIT Madras",Workshops
Digital Marketing Workshop by Google - Backwaters'19,Workshops
Fashion and Influencer Marketing by Chahat Dalal - Backwaters'19,Workshops
Pop Arc Workshop for High School Students,Workshops
Workbench Projects Private Limited,Workshops
ARTIFICIAL INTELLIGENCE ; TRANSFORMING BUSINESS - TARANG'19,Workshops
Safe Secure Workplaces Conference,Workshops
Corptive Research Pvt. Ltd,Workshops
Product Management Workshop by Walmart - Backwaters'19,Workshops
Mock Interviews,Workshops
"Shaheed Sukhdev College of Business Studies (SSCBS), University of Delhi (DU), Delhi",Workshops
Shiksha - Backwaters'19,Workshops
Investing 101- Financial Trading Workshop by Zerodha - Backwaters'19,Workshops
The Ultimate Guide to Marketing Research by Nielsen - Backwaters'19,Workshops
ILLUMINATE,Workshops
"Shaheed Rajguru College of Applied Sciences for Women, University of Delhi",Workshops
Plenareno Pediatrics and Neonatology Conference 2020,Workshops
Plenareno,Workshops
Annual magazine,Workshops
Optitude,Workshops
World Bank Youth Summit 2019,Workshops
World bank,Workshops
International Conference and Expo on Traditional Medicine and Herbalism,Workshops
Outlook Conferences,Workshops
Design Thinking Workshop for Startups - Samanvay,Workshops
Photography Workshop by Nikon - Aaruush 2019,Workshops
Forensic Investigation Workshop from Cambrionics - Aaruush 2019,Workshops
Microsoft Cloud Computing and Azure - Aaruush 2019,Workshops
Player unknown battle grounds( PUBG) - Weekly event,Workshops
Elite Techno,Workshops
"Ola's ""Future of Mobility"" - The Red Brick Summit 2020",Workshops
Techstars Startup Weekend Aurangabad,Workshops
"Government College of Engineering (GECA), Aurangabad",Workshops
"American Express's ""Personalized marketing � from Rules to AI"" - The Red Brick Summit 2020",Workshops
"Mad Over Marketing's ""The Mad Talk"" - The Red Brick Summit 2020",Workshops
"FleishmanHillard's ""Crisis Management for Corporates/ New Age Media"" - The Red Brick Summit 2020",Workshops
"""Making Good Corporate Governance Better and Efficient"" by Robin Baby - The Red Brick Summit 2020",Workshops
"Amul's ""Unorthodox ways of Marketing"" - The Red Brick Summit 2020",Workshops
"Capgemini's ""Customer Experience in the Age of Instant Gratification"" - The Red Brick Summit 2020",Workshops
"iQuanti's ""Emerging Technology and AI in Marketing"" - The Red Brick Summit 2020",Workshops
"Pensaar Design's ""Design Thinking"" - The Red Brick Summit 2020",Workshops
"Google's ""Digital Marketing in India - New Frontiers"" - The Red Brick Summit 2020",Workshops
"Zerodha's ""Equity Research 101 - Basics of stock picking"" - The Red Brick Summit 2020",Workshops
Do well Do good - Consulting & Social Impact - The Red Brick Summit 2020,Workshops
"Trakinvest's ""Blockchain and Cryptocurrency"" - The Red Brick Summit 2020",Workshops
"Nielsen's ""Understanding Your Consumer - The Need of Market Research"" - The Red Brick Summit 2020",Workshops
Confederation of Indian Industry�s �Supply Chain Transformation for Non-Linear Leaps� - The Red Brick Summit 2020,Workshops
Fundraising Workshop for Startups - Samanvay,Workshops
Regulatory Compliance and Legal Implication Workshop for Startups - Samanvay,Workshops
Growth Marketing Workshop for Startups and aspiring Entrepreneurs - Samanvay,Workshops
Career Scope Of Responsive Web Design And Technology - Web Designing for Career Scope,Workshops
Zuan Education,Workshops
Getting Started with Augmented Reality,Workshops
"Manav Rachna University (MRU), Faridabad",Workshops
Astronomy Workshop - Aaruush 2019,Workshops
Mercedes Engine Design and Overhauling Workshop - Aaruush 2019,Workshops
Industrial Automation: Industry 4.0 Workshop,Workshops
Startup Foundation - An Entrepreneur's Journey,Workshops
Scarab Ideas,Workshops
International Conference on Neurology and Neuroscience - Neurology Conferences,Workshops
Herald Meetings,Workshops
World EV Show - Delhi 2019 - World EV Show - Delhi 2019,Workshops
"Trescon Global Business Solutions Private Limited (TGBSPL), Bengaluru, Karnataka",Workshops
Financial Modelling and Business Valuations Online Workshop,Workshops
White Knight Ventures,Workshops
World AI & RPA Show - Mumbai 2019,Workshops
"Trescon Global Business Solutions Private Limited (TGBSPL), Bengaluru, Karnataka",Workshops
World AI Show - BFSI & NBFC,Workshops
"Trescon Global Business Solutions Private Limited (TGBSPL), Bengaluru, Karnataka",Workshops
International Conference and Exhibition on Biomedical Electronics and Devices - biomedicaldevices-2020,Workshops
Outlook Conferences,Workshops
Scraplabs Fellowship Event: Hands on classroom experience with NGO Children,Workshops
Scraplabs,Workshops
Catia Workshop - Techtatva'19,Workshops
SRM Entrepreneurship Bootcamp - Startup Incubation Pitch,Workshops
StartUp Workshop,Workshops
Marian College Kuttikkanam,Workshops
UX/UI Desigs,Workshops
DxMinds Innovation Labs Pvt Ltd,Workshops
SPSS & AMOS in Industrial & Academic Research,Workshops
Ethical Hacking and Cyber Security - Aaruush 2019,Workshops
Machine Learning and IBM Watson Workshop - Aaruush 2019,Workshops
Workshop(Aspen Plus) - Reflux,Workshops
Workshop (LaTex) - Reflux,Workshops
Fusion 360� workshop Autodesk - Aaruush 2019,Workshops
Workshop (MATLAB) - Reflux,Workshops
HR Symposia '19 || 8th Annual HR Conference of Delhi School of Economics,Workshops
"Incubation Hunt - EXORDIUM, The E-Summit",Workshops
CLARITY-Webinar by Indian Equity Markets,Workshops
Indian Equity Markets,Workshops
The Scribbled Stories Creative Writing Workshop - Literati,Workshops
SAFe Agilist Certification Training in Bangalore - Workshop,Workshops
LeanWisdom,Workshops
2nd International Conference on Pediatric Nutrition and Health Care,Workshops
Meetings International PTE LTD,Workshops
CHITRAM - AgriSummit 2019,Workshops
NIBM COLLOQUIUM - Recent Developments in the Banking and Financial Sector - NIBM COLLOQUIUM 2019,Workshops
Frame that quote - Twice Read - readers festival,Workshops
Readsnet,Workshops
